Bander_ID,Species,Band,Sex,Plumage,Estado reproductivo,Beak_length,Beak_depth,Beak_width,Tarsus,Wing Chord,Mass,Pox_IUR,Pox_scale,Pox_size_lesion,Fecal,Narina,Slide,Swab,Blood,Plasma,BacDilution,PlasDilution,PlasDF,ulPlas,HoursInc,PercKilled,KilledperPlas,CFU,ControlCFU (Ave),Date,Age
IW,GAMO,DC783,M,0,CP5,14.78,NA,NA,32.32,111,44.37,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,86.53846154,57.69230769,21,156,20240221,A
DL,GAMO,DC782,H,0,BP,15.1,NA,NA,32.25,105,44.85,U,NA,NA,0,A,0,1,1,1,NA,A,25,1.5,15,84.61538462,56.41025641,24,156,20240221,A
DL,GAMO,DC782,H,0,BP,15.1,NA,NA,32.25,105,44.85,U,NA,NA,0,A,0,1,1,1,NA,A,25,1.5,15,89.1025641,59.4017094,17,156,20240221,A
IW,FOR,SM2755,M,3,CP3,12.27,12.24,10.43,18.57,69,20.96,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,6.41025641,4.273504274,146,156,20240221,A
IW,FOR,SM2755,M,3,CP3,12.27,12.24,10.43,18.57,69,20.96,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,23.07692308,15.38461538,120,156,20240221,A
IW,FUL,SMA2218,M,2,CP2,9.15,8,6.7,18.01,63,14.82,I,B,5.02,0,B,0,0,1,1,NA,A,25,1.5,15,14.1025641,9.401709402,134,156,20240221,A
IW,FUL,SMA2218,M,2,CP2,9.15,8,6.7,18.01,63,14.82,I,B,5.02,0,B,0,0,1,1,NA,A,25,1.5,15,1.282051282,0.8547008547,154,156,20240221,A
IW,CRA,SM1745,M,5,CP5,10.72,11.11,9.91,24.19,72,33.9,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,96.79487179,64.52991453,5,156,20240221,A
IW,CRA,SM1745,M,5,CP5,10.72,11.11,9.91,24.19,72,33.9,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,96.79487179,64.52991453,5,156,20240221,A
IW,FOR,SM2752,M,1,0,10.79,10.28,9.82,18.15,65,24.36,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,12.17948718,8.11965812,137,156,20240221,A
IW,FOR,SM2752,M,1,0,10.79,10.28,9.82,18.15,65,24.36,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,2.564102564,1.709401709,152,156,20240221,A
IW,FOR,SM2753,U,0,0,11.76,11.07,10.26,19.77,70,20.36,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,-0.641025641,-0.4273504274,157,156,20240221,A
IW,FOR,SM2753,U,0,0,11.76,11.07,10.26,19.77,70,20.36,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,7.051282051,4.700854701,145,156,20240221,A
IW,CRA,SM2750,M,2,CP3,11.89,11.88,11.3,17.8,72,22.45,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,21.79487179,14.52991453,122,156,20240221,A
IW,CRA,SM2750,M,2,CP3,11.89,11.88,11.3,17.8,72,22.45,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,1.282051282,0.8547008547,154,156,20240221,A
IW,FOR,SM2748,M,5,CP5,11.61,11.39,9.81,19.07,70,20.51,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,31.41025641,20.94017094,107,156,20240221,A
IW,FOR,SM2748,M,5,CP5,11.61,11.39,9.81,19.07,70,20.51,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,19.87179487,13.24786325,125,156,20240221,A
IW,SCA,SM2747,U,0,0,13.45,8.59,7.95,18.26,69,19.1,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,8.333333333,5.555555556,143,156,20240221,J
IW,SCA,SM2747,U,0,0,13.45,8.59,7.95,18.26,69,19.1,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,14.1025641,9.401709402,134,156,20240221,J
IW,SCA,SM2754,M,4,0,15.19,9.68,8.22,19.13,68,19.67,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,21.15384615,14.1025641,123,156,20240221,A
IW,SCA,SM2754,M,4,0,15.19,9.68,8.22,19.13,68,19.67,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,25.64102564,17.09401709,116,156,20240221,A
IW,CRA,SM1816,M,5,CP5,10.35,11.01,10.51,20.64,79,30.69,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,21.79487179,14.52991453,122,156,20240221,A
IW,CRA,SM1816,M,5,CP5,10.35,11.01,10.51,20.64,79,30.69,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,11.53846154,7.692307692,138,156,20240221,A
IW,FUL,SMA2219,M,3,0,8.58,660,6.52,16.11,62,14.33,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,16.02564103,10.68376068,131,156,20240221,A
IW,FUL,SMA2219,M,3,0,8.58,660,6.52,16.11,62,14.33,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,14.1025641,9.401709402,134,156,20240221,A
IW,PAR,SMA2220,U,0,0,6.9,7.23,6.6,16.1,60,13.39,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,-25,-16.66666667,195,156,20240221,A
IW,PAR,SMA2220,U,0,0,6.9,7.23,6.6,16.1,60,13.39,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,7.692307692,5.128205128,144,156,20240221,A
IW,SCA,SM2751,U,0,0,13.92,8.62,7.98,17.97,64,18.3,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,75.64102564,50.42735043,38,156,20240221,J
IW,SCA,SM2751,U,0,0,13.92,8.62,7.98,17.97,64,18.3,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,62.17948718,41.45299145,59,156,20240221,J
IW,GAMO,SMC119,M,0,CP5,13.29,NA,NA,29.78,105,44.63,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,98.52125693,65.68083795,1,67.625,20240223,A
IW,GAMO,SMC119,M,0,CP5,13.29,NA,NA,29.78,105,44.63,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,67.625,20240223,A
IW,SCA,SM1888,M,5,CP5,14.97,8.34,8.52,18.47,69,20.31,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,21.62661738,14.41774492,53,67.625,20240223,A
IW,SCA,SM1888,M,5,CP5,14.97,8.34,8.52,18.47,69,20.31,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,-2.033271719,-1.355514479,69,67.625,20240223,A
IW,FUL,SMA2222,M,2,0,8.93,6.94,6.82,16.51,61,13.95,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,21.62661738,14.41774492,53,67.625,20240223,A
IW,FUL,SMA2222,M,2,0,8.93,6.94,6.82,16.51,61,13.95,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,14.23290203,9.488601356,58,67.625,20240223,A
IW,CRA,SM2757,M,5,CP5,13.09,10.74,9.87,23.6,80,21.26,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,23.10536044,15.40357363,52,67.625,20240223,A
IW,CRA,SM2757,M,5,CP5,13.09,10.74,9.87,23.6,80,21.26,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,21.62661738,14.41774492,53,67.625,20240223,A
IW,SCA,SM2756,H,4,BP5,12.95,9.39,8.7,18.79,67,22.56,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,21.62661738,14.41774492,53,67.625,20240223,A
IW,SCA,SM2756,H,4,BP5,12.95,9.39,8.7,18.79,67,22.56,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,0.9242144177,0.6161429452,67,67.625,20240223,A
IW,GAMO,SMC118,M,0,CP3,15.14,NA,NA,31.55,110,46.81,U,NA,NA,0,B,1,1,1,1,NA,A,25,1.5,15,45.28650647,30.19100431,37,67.625,20240223,A
IW,GAMO,SMC118,M,0,CP3,15.14,NA,NA,31.55,110,46.81,U,NA,NA,0,B,1,1,1,1,NA,A,25,1.5,15,26.06284658,17.37523105,50,67.625,20240223,A
DL,GAMO,SMC117,U,0,0,13.36,NA,NA,32.62,109,50.33,I,C,4.47,0,B,1,1,1,1,NA,A,25,1.5,15,97.04251386,64.69500924,2,67.625,20240223,J
DL,GAMO,SMC117,U,0,0,13.36,NA,NA,32.62,109,50.33,I,C,4.47,0,B,1,1,1,1,NA,A,25,1.5,15,100,66.66666667,0,67.625,20240223,J
IW,FUL,SMA2224,U,0,0,8.69,7.23,6.93,16.06,59,12.97,I,B,4.11,0,B,1,1,1,0,NA,A,25,1.5,15,23.65145228,15.76763485,115,150.625,20240237,A
IW,FUL,SMA2224,U,0,0,8.69,7.23,6.93,16.06,59,12.97,I,B,4.11,0,B,1,1,1,0,NA,A,25,1.5,15,33.60995851,22.406639,100,150.625,20240237,A
AP,FUL,SMA2223,U,0,0,8.14,7.15,6.32,16.02,59,13.17,I,D,20.41,0,B,1,1,1,1,NA,A,25,1.5,15,73.4439834,48.9626556,40,150.625,20240237,J
AP,FUL,SMA2223,U,0,0,8.14,7.15,6.32,16.02,59,13.17,I,D,20.41,0,B,1,1,1,1,NA,A,25,1.5,15,78.09128631,52.06085754,33,150.625,20240237,J
IW,SCA,SM2759,U,0,0,15.1,9.33,8.56,18.9,67,20.61,U,NA,NA,0,B,0,1,1,1,NA,A,25,1.5,15,10.37344398,6.915629322,135,150.625,20240237,A
IW,SCA,SM2759,U,0,0,15.1,9.33,8.56,18.9,67,20.61,U,NA,NA,0,B,0,1,1,1,NA,A,25,1.5,15,-8.215767635,-5.477178423,163,150.625,20240237,A
IW,CRA,SM2760,M,5,CP4,10.09,11.3,9.91,22.65,79,30.85,I,A,5.26,0,B,0,1,1,1,NA,A,25,1.5,15,-8.87966805,-5.9197787,164,150.625,20240237,A
IW,CRA,SM2760,M,5,CP4,10.09,11.3,9.91,22.65,79,30.85,I,A,5.26,0,B,0,1,1,1,NA,A,25,1.5,15,-5.560165975,-3.706777317,159,150.625,20240237,A
DL,GAMO,SMC074,M,0,5,15.79,NA,NA,33.84,106,44.33,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,98.29931973,65.53287982,1,58.8,20240228,A
DL,GAMO,SMC074,M,0,5,15.79,NA,NA,33.84,106,44.33,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,98.29931973,65.53287982,1,58.8,20240228,A
DL,GAMO,SMC075,M,0,CP5,15.69,NA,NA,33.11,110,44,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,58.8,20240228,A
DL,GAMO,SMC075,M,0,CP5,15.69,NA,NA,33.11,110,44,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,58.8,20240228,A
DL,GAMO,DC850,F,0,BP5,15.42,NA,NA,33.14,103,43.62,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,58.8,20240228,A
DL,GAMO,DC850,F,0,BP5,15.42,NA,NA,33.14,103,43.62,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,58.8,20240228,A
DL,FOR,SM2758,M,4,CP2,12.9,12.56,8.07,21.1,73,34,R,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,58.8,20240228,A
DL,FOR,SM2758,M,4,CP2,12.9,12.56,8.07,21.1,73,34,R,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,58.8,20240228,A
DL,SCA,SM2761,U,0,0,14.64,8.98,7,21.92,61,21.71,I,B,2.72,0,B,1,1,1,1,NA,A,25,1.5,15,89.79591837,59.86394558,6,58.8,20240228,A
DL,SCA,SM2761,U,0,0,14.64,8.98,7,21.92,61,21.71,I,B,2.72,0,B,1,1,1,1,NA,A,25,1.5,15,93.19727891,62.13151927,4,58.8,20240228,A
AP,GAMO,SMC120,F,0,BP5,14.13,NA,NA,26.82,99,40.35,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,92.8762244,61.91748293,8,112.3,20240229,A
AP,GAMO,SMC120,F,0,BP5,14.13,NA,NA,26.82,99,40.35,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,98.2190561,65.47937073,2,112.3,20240229,A
AP,GAMO,SMC121,M,0,CP5,15.9,NA,NA,31.97,111,40.62,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,98.2190561,65.47937073,2,112.3,20240229,A
AP,GAMO,SMC121,M,0,CP5,15.9,NA,NA,31.97,111,40.62,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,112.3,20240229,A
AP,FOR,SM2762,M,5,CP2,12.33,13.33,10.48,19.62,76,24,R,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,28.76224399,19.17482933,80,112.3,20240229,A
AP,FOR,SM2762,M,5,CP2,12.33,13.33,10.48,19.62,76,24,R,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,25.20035619,16.80023746,84,112.3,20240229,A
AP,SCA,SM2763,U,0,0,13.47,9.19,8.21,17.6,66,19.82,U,NA,NA,0,B,0,1,1,1,NA,A,25,1.5,15,98.2190561,65.47937073,2,112.3,20240229,A
AP,SCA,SM2763,U,0,0,13.47,9.19,8.21,17.6,66,19.82,U,NA,NA,0,B,0,1,1,1,NA,A,25,1.5,15,97.32858415,64.88572277,3,112.3,20240229,A
IW,SCA,SM198,M,5,CP2,14.89,9.35,8.52,18.12,68,20.17,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,1.157613535,0.7717423568,111,112.3,20240229,A
IW,SCA,SM198,M,5,CP2,14.89,9.35,8.52,18.12,68,20.17,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,3.829029386,2.552686257,108,112.3,20240229,A
IW,SCA,LF4172,F,0,BP,14.36,8.31,8.07,16.7,65,18.93,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,98.2190561,65.47937073,2,112.3,20240229,A
IW,SCA,LF4172,F,0,BP,14.36,8.31,8.07,16.7,65,18.93,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,99.10952805,66.0730187,1,112.3,20240229,A
IW,FOR,SM2764,M,4,CP4,10.93,9.37,8.61,15.42,64,15.63,R,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,20.74799644,13.83199763,89,112.3,20240229,A
IW,FOR,SM2764,M,4,CP4,10.93,9.37,8.61,15.42,64,15.63,R,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,25.20035619,16.80023746,84,112.3,20240229,A
IW,GAMO,SMC122,M,0,CP5,15.63,NA,NA,31.67,110,43.51,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,99.10952805,66.0730187,1,112.3,20240229,A
IW,GAMO,SMC122,M,0,CP5,15.63,NA,NA,31.67,110,43.51,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,99.10952805,66.0730187,1,112.3,20240229,A
IW,SCA,SM2765,M,4,CP4,15.24,10.07,8.81,18.03,69,21.25,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,33.21460374,22.14306916,75,112.3,20240229,A
IW,SCA,SM2765,M,4,CP4,15.24,10.07,8.81,18.03,69,21.25,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,34.99554764,23.33036509,73,112.3,20240229,A
IW,SCA,SM2766,F,2,BP5,15.15,8.91,8.15,17.47,66,22.44,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,92.8762244,61.91748293,8,112.3,20240229,A
IW,SCA,SM2766,F,2,BP5,15.15,8.91,8.15,17.47,66,22.44,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,92.8762244,61.91748293,8,112.3,20240229,A
IW,FUL,SMA2225,U,0,0,8.35,6.71,6.06,13.3,58,12.17,I,A,7.2,0,B,0,0,1,1,NA,A,25,1.5,15,98.3026394,65.53509293,2,117.83,20240301,A
IW,FUL,SMA2225,U,0,0,8.35,6.71,6.06,13.3,58,12.17,I,A,7.2,0,B,0,0,1,1,NA,A,25,1.5,15,74.53959094,49.69306062,30,117.83,20240301,A
IW,SCA,SM2767,M,5,CP4,15.01,9.47,8.78,17.63,71,24.04,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,117.83,20240301,A
IW,SCA,SM2767,M,5,CP4,15.01,9.47,8.78,17.63,71,24.04,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,99.1513197,66.1008798,1,117.83,20240301,A
IW,CRA,SM2017,M,5,CP5,11.06,10.79,9.37,22.24,78,31.61,I,A,3.41,0,B,1,1,1,1,NA,A,25,1.5,15,1.553084953,1.035389969,116,117.83,20240301,A
IW,CRA,SM2017,M,5,CP5,11.06,10.79,9.37,22.24,78,31.61,I,A,3.41,0,B,1,1,1,1,NA,A,25,1.5,15,10.03988797,6.693258649,106,117.83,20240301,A
IW,CRA,SM1954,M,5,CP5,10.65,10.73,9.98,21.79,80,31.4,I,A,2.71,0,B,0,1,1,1,NA,A,25,1.5,15,49.92786217,33.28524145,59,117.83,20240301,A
IW,CRA,SM1954,M,5,CP5,10.65,10.73,9.98,21.79,80,31.4,I,A,2.71,0,B,0,1,1,1,NA,A,25,1.5,15,50.77654248,33.85102832,58,117.83,20240301,A
IW,CRA,SM2768,M,4,CP4,11.94,11.41,9.94,22.67,78,30.93,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,99.1513197,66.1008798,1,117.83,20240301,A
IW,CRA,SM2768,M,4,CP4,11.94,11.41,9.94,22.67,78,30.93,R,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,99.1513197,66.1008798,1,117.83,20240301,A
IW,FUL,SMA1821,M,3,0,8.27,6.85,6.51,15.28,62,15.69,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,50.77654248,33.85102832,58,117.83,20240301,A
IW,FUL,SMA1821,M,3,0,8.27,6.85,6.51,15.28,62,15.69,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,49.07918187,32.71945458,60,117.83,20240301,A
IW,FUL,SMA2226,M,3,0,8.63,7.96,6.96,14.51,58,13.57,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,97.45395909,64.96930606,3,117.83,20240301,A
IW,FUL,SMA2226,M,3,0,8.63,7.96,6.96,14.51,58,13.57,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,97.45395909,64.96930606,3,117.83,20240301,A
IW,SCA,SM2657,U,0,0,15.04,8.95,8.6,17.19,70,22.56,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,-7.782398371,-5.18826558,127,117.83,20240301,A
IW,SCA,SM2657,U,0,0,15.04,8.95,8.6,17.19,70,22.56,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,-14.57184079,-9.714560525,135,117.83,20240301,A
IW,FOR,SM2769,M,2,0,11.73,12.09,9.69,16.43,71,22.89,I,A,3.55,0,B,0,1,1,1,NA,A,25,1.5,15,94.05923789,62.70615859,7,117.83,20240301,A
IW,FOR,SM2769,M,2,0,11.73,12.09,9.69,16.43,71,22.89,I,A,3.55,0,B,0,1,1,1,NA,A,25,1.5,15,94.90791819,63.27194546,6,117.83,20240301,A
AP,GAMO,SMC088,M,-,CP3,16.56,-,-,30.58,109,30.58,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,99.37694704,66.25129803,1,160.5,20240304,A
AP,GAMO,SMC088,M,-,CP3,16.56,-,-,30.58,109,30.58,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,98.13084112,65.42056075,3,160.5,,A
AP,CRA,LF099,M,4,CP4,10.49,11.42,10,21.91,80,33.66,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,160.5,,A
AP,CRA,LF099,M,4,CP4,10.49,11.42,10,21.91,80,33.66,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,160.5,,A
AP,FUL,SM2227,M,3,CP3,8.06,7.28,7.03,16.32,59,14.14,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,96.8847352,64.58982347,5,160.5,,A
AP,FUL,SM2227,M,3,CP3,8.06,7.28,7.03,16.32,59,14.14,R,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,99.37694704,66.25129803,1,160.5,,A
AP,FOR,SM2770,M,5,CP5,10.45,10.4,9.11,18.51,66,21.16,I,A,5.57,0,B,0,1,1,1,NA,A,25,1.5,15,95.01557632,63.34371755,8,160.5,,A
AP,FOR,SM2770,M,5,CP5,10.45,10.4,9.11,18.51,66,21.16,I,A,5.57,0,B,0,1,1,1,NA,A,25,1.5,15,88.16199377,58.77466251,19,160.5,,A
AP,SCA,SM1733,M,5,CP1,14.69,9.37,8.62,17.62,71,22.25,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,88.78504673,59.19003115,18,160.5,,A
AP,SCA,SM1733,M,5,CP1,14.69,9.37,8.62,17.62,71,22.25,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,90.03115265,60.02076843,16,160.5,,A
AP,CRA,SM2771,M,5,CP5,9.95,11.37,9.48,21.49,81,32.77,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,100,66.66666667,0,160.5,,A
AP,CRA,SM2771,M,5,CP5,9.95,11.37,9.48,21.49,81,32.77,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,99.37694704,66.25129803,1,160.5,,A
AP,FOR,SM2772,M,5,CP3,12.38,12.48,10.29,18.01,71,23.64,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,65.73208723,43.82139148,55,160.5,,A
AP,FOR,SM2772,M,5,CP3,12.38,12.48,10.29,18.01,71,23.64,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,60.12461059,40.08307373,64,160.5,,A
IW,GAMO,SMC123,N,0,0,8.22,-,-,30.87,11.07,35.41,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,79.00355872,52.66903915,59,281,,N
IW,GAMO,SMC123,N,0,0,8.22,-,-,30.87,11.07,35.41,U,NA,NA,0,B,0,0,1,1,NA,A,25,1.5,15,85.76512456,57.1767497,40,281,,N
IW,GAMO,SMC124,N,0,0,9.19,-,-,31.42,12.34,26,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,75.08896797,50.05931198,70,281,,N
IW,GAMO,SMC124,N,0,0,9.19,-,-,31.42,12.34,26,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,71.17437722,47.44958482,81,281,,N
IW,GAMO,SMC125,M,0,CP5,16.3,-,-,20.47,106,45.97,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,92.52669039,61.68446026,21,281,,A
IW,GAMO,SMC125,M,0,CP5,16.3,-,-,20.47,106,45.97,U,NA,NA,0,B,1,0,1,1,NA,A,25,1.5,15,94.30604982,62.87069988,16,281,,A
DL,GAMO,SMC126,N,0,0,7.36,-,-,28.61,4.48,31.91,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,86.47686833,57.65124555,38,281,,N
DL,GAMO,SMC126,N,0,0,7.36,-,-,28.61,4.48,31.91,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,88.25622776,58.83748517,33,281,,N
DL,GAMO,SMC127,N,0,0,8.59,-,-,30.87,4.55,32,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,95.37366548,63.58244365,13,281,,N
DL,GAMO,SMC127,N,0,0,8.59,-,-,30.87,4.55,32,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,93.59430605,62.39620403,18,281,,N
DL,GAMO,SMC128,N,0,0,7.84,-,-,30.28,3.06,33.1,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,35.9430605,23.96204033,180,281,,N
DL,GAMO,SMC128,N,0,0,7.84,-,-,30.28,3.06,33.1,U,NA,NA,0,A,1,0,1,1,NA,A,25,1.5,15,25.97864769,17.31909846,208,281,,N
DL,FOR,SM2777,M,5,CP5,13.63,12.71,8.7,21.87,76,28.94,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,74.73309609,49.82206406,71,281,,A
DL,FOR,SM2777,M,5,CP5,13.63,12.71,8.7,21.87,76,28.94,U,NA,NA,0,A,0,0,1,1,NA,A,25,1.5,15,66.90391459,44.60260973,93,281,,A